Project Name,Address,No. of Units,Area (sqm),Type of Area,Transacted Price ($),Nett Price($),Unit Price ($ psm),Unit Price ($ psf),Sale Date,Property Type,Tenure,Completion Date,Type of Sale,Purchaser Address Indicator,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
PARK COLONIAL,10 Woodleigh Lane  #01-48 ,1,56,Strata,1138000,-,20321,1888,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357657,Central Region,Toa Payoh
STIRLING RESIDENCES,21 Stirling Road  #39-08 ,1,125,Strata,2416000,-,19328,1796,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,HDB,03,14,148960,Central Region,Queenstown
STIRLING RESIDENCES,21 Stirling Road  #03-01 ,1,41,Strata,769000,-,18756,1742,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,HDB,03,14,148960,Central Region,Queenstown
STIRLING RESIDENCES,21 Stirling Road  #21-03 ,1,71,Strata,1332000,-,18761,1743,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,HDB,03,14,148960,Central Region,Queenstown
PARK COLONIAL,10 Woodleigh Lane  #04-41 ,1,59,Strata,1084000,-,18373,1707,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357657,Central Region,Toa Payoh
STIRLING RESIDENCES,25 Stirling Road  #07-23 ,1,63,Strata,1244000,-,19746,1834,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,Private,03,14,148962,Central Region,Queenstown
RIVERFRONT RESIDENCES,51 Hougang Avenue 7  #11-50 ,1,48,Strata,719000,-,14979,1392,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533818,North East Region,Hougang
STIRLING RESIDENCES,21 Stirling Road  #13-11 ,1,63,Strata,1282000,-,20349,1890,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,Private,03,14,148960,Central Region,Queenstown
PARK COLONIAL,2 Woodleigh Lane  #08-05 ,1,63,Strata,1180000,-,18730,1740,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357685,Central Region,Toa Payoh
THE TAPESTRY,51 Tampines Street 86  #02-02 ,1,44,Strata,670760,-,15245,1416,05-JUL-2018,Condominium,99 Yrs From 31/07/2017,Uncompleted,New Sale,HDB,18,52,528539,East Region,Tampines
RIVERFRONT RESIDENCES,45 Hougang Avenue 7  #16-27 ,1,56,Strata,827000,-,14768,1372,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533815,North East Region,Hougang
RIVERFRONT RESIDENCES,57 Hougang Avenue 7  #09-81 ,1,67,Strata,927000,-,13836,1285,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533821,North East Region,Hougang
TWIN VEW,91 West Coast Vale  #20-03 ,1,128,Strata,2001000,-,15633,1452,05-JUL-2018,Apartment,99 Yrs From 15/05/2017,Uncompleted,New Sale,N.A,05,12,126755,West Region,Clementi
RIVERFRONT RESIDENCES,53 Hougang Avenue 7  #05-65 ,1,67,Strata,911000,-,13597,1263,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533819,North East Region,Hougang
RIVERFRONT RESIDENCES,41 Hougang Avenue 7  #09-04 ,1,57,Strata,824000,-,14456,1343,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533813,North East Region,Hougang
PARK COLONIAL,10 Woodleigh Lane  #11-41 ,1,59,Strata,1116000,-,18915,1757,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357657,Central Region,Toa Payoh
STIRLING RESIDENCES,25 Stirling Road  #07-24 ,1,41,Strata,779000,-,19000,1765,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,N.A,03,14,148962,Central Region,Queenstown
RIVERFRONT RESIDENCES,43 Hougang Avenue 7  #05-16 ,1,67,Strata,884000,-,13194,1226,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533814,North East Region,Hougang
STIRLING RESIDENCES,21 Stirling Road  #22-11 ,1,63,Strata,1332000,-,21143,1964,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,N.A,03,14,148960,Central Region,Queenstown
PARK COLONIAL,6 Woodleigh Lane  #07-17 ,1,43,Strata,839000,-,19512,1813,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357687,Central Region,Toa Payoh
PARK COLONIAL,4 Woodleigh Lane  #07-13 ,1,63,Strata,1251000,-,19857,1845,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357686,Central Region,Toa Payoh
STIRLING RESIDENCES,21 Stirling Road  #11-11 ,1,63,Strata,1273000,-,20206,1877,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,HDB,03,14,148960,Central Region,Queenstown
RIVERFRONT RESIDENCES,43 Hougang Avenue 7  #03-20 ,1,57,Strata,788000,-,13825,1284,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533814,North East Region,Hougang
PARK COLONIAL,10 Woodleigh Lane  #05-43 ,1,99,Strata,1720000,-,17374,1614,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357657,Central Region,Toa Payoh
AFFINITY AT SERANGOON,28 Serangoon North Avenue 1  #05-58 ,1,100,Strata,1613600,-,16136,1499,05-JUL-2018,Apartment,99 Yrs From 18/05/2018,Uncompleted,New Sale,Private,19,55,554341,North East Region,Serangoon
RIVERFRONT RESIDENCES,57 Hougang Avenue 7  #08-81 ,1,67,Strata,927000,-,13836,1285,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533821,North East Region,Hougang
A TREASURE TROVE,54 Punggol Walk  #03-12 ,1,112,Strata,1220000,-,10893,1012,05-JUL-2018,Condominium,99 Yrs From 09/03/2011,2015,Resale,HDB,19,82,828832,North East Region,Punggol
RIVERFRONT RESIDENCES,41 Hougang Avenue 7  #07-05 ,1,43,Strata,637000,-,14814,1376,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533813,North East Region,Hougang
PARK COLONIAL,4 Woodleigh Lane  #07-09 ,1,56,Strata,1067000,-,19054,1770,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357686,Central Region,Toa Payoh
STIRLING RESIDENCES,25 Stirling Road  #06-24 ,1,41,Strata,775000,-,18902,1756,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,Private,03,14,148962,Central Region,Queenstown
THE TAPESTRY,51 Tampines Street 86  #06-10 ,1,56,Strata,867510,-,15491,1439,05-JUL-2018,Condominium,99 Yrs From 31/07/2017,Uncompleted,New Sale,HDB,18,52,528539,East Region,Tampines
CITY SQUARE RESIDENCES,10 Kitchener Link  #03-19 ,1,140,Strata,2250000,-,16071,1493,05-JUL-2018,Condominium,Freehold,2008,Resale,Private,08,20,207225,Central Region,Kallang
STIRLING RESIDENCES,21 Stirling Road  #07-03 ,1,71,Strata,1272000,-,17915,1664,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,Private,03,14,148960,Central Region,Queenstown
RIVERFRONT RESIDENCES,51 Hougang Avenue 7  #05-58 ,1,57,Strata,777000,-,13632,1266,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533818,North East Region,Hougang
PARK COLONIAL,4 Woodleigh Lane  #12-12 ,1,63,Strata,1357000,-,21540,2001,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357686,Central Region,Toa Payoh
EUPHONY GARDENS,1 Jalan Mata Ayer  #01-04 ,1,106,Strata,760000,-,7170,666,05-JUL-2018,Condominium,99 Yrs From 25/02/1998,2001,Resale,HDB,27,75,759075,North Region,Mandai
RIVERFRONT RESIDENCES,51 Hougang Avenue 7  #13-61 ,1,57,Strata,834000,-,14632,1359,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533818,North East Region,Hougang
RIVERFRONT RESIDENCES,41 Hougang Avenue 7  #09-07 ,1,48,Strata,722000,-,15042,1397,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533813,North East Region,Hougang
MARINA ONE RESIDENCES,21 Marina Way  #14-08 ,1,209,Strata,5747700,-,27501,2555,05-JUL-2018,Apartment,99 Yrs From 01/07/2011,2017,New Sale,N.A,01,01,018978,Central Region,Downtown Core
N.A.,79 Hua Guan Avenue ,1,743,Land,9880000,-,13301,1236,05-JUL-2018,Detached House,999 Yrs From 07/05/1879,Unknown,Resale,Private,21,58,589175,Central Region,Bukit Timah
STIRLING RESIDENCES,21 Stirling Road  #12-11 ,1,63,Strata,1277000,-,20270,1883,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,Private,03,14,148960,Central Region,Queenstown
WATERFRONT GOLD,758 Bedok Reservoir Road  #13-22 ,1,128,Strata,1680000,-,13125,1219,05-JUL-2018,Condominium,99 Yrs From 26/11/2009,2014,Resale,Private,16,47,479260,East Region,Bedok
RIVERFRONT RESIDENCES,51 Hougang Avenue 7  #04-62 ,1,43,Strata,625000,-,14535,1350,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533818,North East Region,Hougang
RIVERFRONT RESIDENCES,51 Hougang Avenue 7  #08-61 ,1,57,Strata,818000,-,14351,1333,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533818,North East Region,Hougang
RIVERFRONT RESIDENCES,47 Hougang Avenue 7  #11-39 ,1,67,Strata,945000,-,14104,1310,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533816,North East Region,Hougang
PARK COLONIAL,2 Woodleigh Lane  #12-05 ,1,63,Strata,1196000,-,18984,1764,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357685,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,45 Hougang Avenue 7  #16-30 ,1,57,Strata,848000,-,14877,1382,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533815,North East Region,Hougang
RIVERFRONT RESIDENCES,51 Hougang Avenue 7  #16-61 ,1,57,Strata,846000,-,14842,1379,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533818,North East Region,Hougang
RIVERFRONT RESIDENCES,41 Hougang Avenue 7  #01-01 ,1,57,Strata,782000,-,13719,1275,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533813,North East Region,Hougang
STIRLING RESIDENCES,21 Stirling Road  #03-08 ,1,125,Strata,2082000,-,16656,1547,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,Private,03,14,148960,Central Region,Queenstown
STIRLING RESIDENCES,21 Stirling Road  #17-08 ,1,125,Strata,2189000,-,17512,1627,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,N.A,03,14,148960,Central Region,Queenstown
RIVERFRONT RESIDENCES,51 Hougang Avenue 7  #12-62 ,1,43,Strata,649000,-,15093,1402,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533818,North East Region,Hougang
MERA TERRACE,63 Seagull Walk ,1,150,Land,2300000,-,15333,1425,05-JUL-2018,Terrace House,Freehold,1996,Resale,Private,16,48,486727,East Region,Tampines
RIVERFRONT RESIDENCES,51 Hougang Avenue 7  #10-62 ,1,43,Strata,643000,-,14953,1389,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533818,North East Region,Hougang
RIVERFRONT RESIDENCES,47 Hougang Avenue 7  #14-40 ,1,57,Strata,843000,-,14789,1374,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533816,North East Region,Hougang
PARK COLONIAL,2 Woodleigh Lane  #11-01 ,1,63,Strata,1289000,-,20460,1901,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357685,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,47 Hougang Avenue 7  #13-41 ,1,43,Strata,655000,-,15233,1415,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533816,North East Region,Hougang
RIVERFRONT RESIDENCES,53 Hougang Avenue 7  #12-65 ,1,67,Strata,939000,-,14015,1302,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533819,North East Region,Hougang
PARK COLONIAL,6 Woodleigh Lane  #01-24 ,1,43,Strata,822000,-,19116,1776,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357687,Central Region,Toa Payoh
PRIME RESIDENCE,41 Lorong 22 Geylang  #02-05 ,1,54,Strata,610000,-,11296,1049,05-JUL-2018,Apartment,Freehold,2014,Resale,HDB,14,39,398697,Central Region,Geylang
RIVERFRONT RESIDENCES,51 Hougang Avenue 7  #10-60 ,1,103,Strata,1377000,-,13369,1242,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533818,North East Region,Hougang
PARK COLONIAL,10 Woodleigh Lane  #11-48 ,1,56,Strata,1174000,-,20964,1948,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357657,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,45 Hougang Avenue 7  #12-29 ,1,43,Strata,652000,-,15163,1409,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533815,North East Region,Hougang
STIRLING RESIDENCES,21 Stirling Road  #12-03 ,1,71,Strata,1292000,-,18197,1691,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,N.A,03,14,148960,Central Region,Queenstown
RIVERFRONT RESIDENCES,55 Hougang Avenue 7  #12-72 ,1,103,Strata,1422000,-,13806,1283,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533820,North East Region,Hougang
PARK COLONIAL,10 Woodleigh Lane  #04-48 ,1,56,Strata,1142000,-,20393,1895,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357657,Central Region,Toa Payoh
STIRLING RESIDENCES,21 Stirling Road  #13-01 ,1,41,Strata,812000,-,19805,1840,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,HDB,03,14,148960,Central Region,Queenstown
STIRLING RESIDENCES,21 Stirling Road  #10-03 ,1,71,Strata,1284000,-,18085,1680,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,N.A,03,14,148960,Central Region,Queenstown
THE POIZ RESIDENCES,10 Meyappa Chettiar Road  #14-26 ,1,54,Strata,849000,-,15722,1461,05-JUL-2018,Apartment,99 Yrs From 17/11/2014,Uncompleted,New Sale,HDB,13,35,358473,Central Region,Toa Payoh
AFFINITY AT SERANGOON,18 Serangoon North Avenue 1  #06-07 ,1,70,Strata,1147600,-,16394,1523,05-JUL-2018,Apartment,99 Yrs From 18/05/2018,Uncompleted,New Sale,Private,19,55,554336,North East Region,Serangoon
STIRLING RESIDENCES,21 Stirling Road  #05-01 ,1,41,Strata,778000,-,18976,1763,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,Private,03,14,148960,Central Region,Queenstown
RIVERFRONT RESIDENCES,51 Hougang Avenue 7  #03-54 ,1,43,Strata,581000,-,13512,1255,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533818,North East Region,Hougang
STIRLING RESIDENCES,21 Stirling Road  #11-04 ,1,58,Strata,1092000,-,18828,1749,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,N.A,03,14,148960,Central Region,Queenstown
STIRLING RESIDENCES,21 Stirling Road  #22-01 ,1,41,Strata,860000,-,20976,1949,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,N.A,03,14,148960,Central Region,Queenstown
RIVERFRONT RESIDENCES,45 Hougang Avenue 7  #08-25 ,1,43,Strata,621000,-,14442,1342,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533815,North East Region,Hougang
RIVERFRONT RESIDENCES,47 Hougang Avenue 7  #07-33 ,1,56,Strata,791000,-,14125,1312,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533816,North East Region,Hougang
PARK COLONIAL,6 Woodleigh Lane  #03-23 ,1,87,Strata,1516000,-,17425,1619,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357687,Central Region,Toa Payoh
STIRLING RESIDENCES,21 Stirling Road  #24-11 ,1,63,Strata,1343000,-,21317,1980,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,HDB,03,14,148960,Central Region,Queenstown
PARK COLONIAL,10 Woodleigh Lane  #08-45 ,1,59,Strata,1111000,-,18831,1749,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357657,Central Region,Toa Payoh
PARK COLONIAL,10 Woodleigh Lane  #05-41 ,1,59,Strata,1088000,-,18441,1713,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357657,Central Region,Toa Payoh
STIRLING RESIDENCES,21 Stirling Road  #06-01 ,1,41,Strata,782000,-,19073,1772,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,HDB,03,14,148960,Central Region,Queenstown
RIVERFRONT RESIDENCES,55 Hougang Avenue 7  #08-72 ,1,103,Strata,1404000,-,13631,1266,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533820,North East Region,Hougang
PARK COLONIAL,10 Woodleigh Lane  #06-48 ,1,56,Strata,1150000,-,20536,1908,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357657,Central Region,Toa Payoh
PARK COLONIAL,8 Woodleigh Lane  #07-29 ,1,43,Strata,822000,-,19116,1776,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357688,Central Region,Toa Payoh
CORONATION GROVE,138 Coronation Road  #01-01 ,1,97,Strata,1700000,-,17526,1628,05-JUL-2018,Condominium,999 Yrs From 27/12/1875,1985,Resale,HDB,10,26,269525,Central Region,Bukit Timah
RIVERFRONT RESIDENCES,55 Hougang Avenue 7  #15-78 ,1,57,Strata,848000,-,14877,1382,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533820,North East Region,Hougang
N.A.,58 Lorong 36 Geylang ,1,154,Land,2180000,-,14174,1317,05-JUL-2018,Terrace House,Freehold,Unknown,Resale,Private,14,39,398176,Central Region,Geylang
KINGSFORD WATERBAY,80 Upper Serangoon View  #10-77 ,1,79,Strata,1140000,-,14430,1341,05-JUL-2018,Apartment,99 Yrs From 03/03/2014,Uncompleted,New Sale,Private,19,53,533878,North East Region,Hougang
RIVERFRONT RESIDENCES,57 Hougang Avenue 7  #08-80 ,1,67,Strata,927000,-,13836,1285,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533821,North East Region,Hougang
RIVERFRONT RESIDENCES,55 Hougang Avenue 7  #11-78 ,1,57,Strata,832000,-,14596,1356,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533820,North East Region,Hougang
THE POIZ RESIDENCES,10 Meyappa Chettiar Road  #04-27 ,1,41,Strata,627000,-,15293,1421,05-JUL-2018,Apartment,99 Yrs From 17/11/2014,Uncompleted,New Sale,HDB,13,35,358473,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,53 Hougang Avenue 7  #13-68 ,1,57,Strata,840000,-,14737,1369,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533819,North East Region,Hougang
AFFINITY AT SERANGOON,18 Serangoon North Avenue 1  #04-03 ,1,58,Strata,907300,-,15643,1453,05-JUL-2018,Apartment,99 Yrs From 18/05/2018,Uncompleted,New Sale,HDB,19,55,554336,North East Region,Serangoon
STIRLING RESIDENCES,25 Stirling Road  #14-24 ,1,41,Strata,809000,-,19732,1833,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,Private,03,14,148962,Central Region,Queenstown
PARK COLONIAL,8 Woodleigh Lane  #07-27 ,1,58,Strata,1072000,-,18483,1717,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357688,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,57 Hougang Avenue 7  #01-86 ,1,103,Strata,1290000,-,12524,1164,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533821,North East Region,Hougang
RIVERFRONT RESIDENCES,57 Hougang Avenue 7  #10-82 ,1,138,Strata,1930000,-,13986,1299,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533821,North East Region,Hougang
PARK COLONIAL,8 Woodleigh Lane  #12-25 ,1,47,Strata,965000,-,20532,1907,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357688,Central Region,Toa Payoh
STIRLING RESIDENCES,21 Stirling Road  #04-10 ,1,47,Strata,873000,-,18574,1726,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,HDB,03,14,148960,Central Region,Queenstown
PARK COLONIAL,2 Woodleigh Lane  #05-05 ,1,63,Strata,1166000,-,18508,1719,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357685,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,43 Hougang Avenue 7  #01-17 ,1,67,Strata,881000,-,13149,1222,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533814,North East Region,Hougang
THE TAPESTRY,55 Tampines Street 86  #08-24 ,1,138,Strata,1752000,-,12696,1179,05-JUL-2018,Condominium,99 Yrs From 31/07/2017,Uncompleted,New Sale,HDB,18,52,528541,East Region,Tampines
RIVERFRONT RESIDENCES,45 Hougang Avenue 7  #11-31 ,1,67,Strata,935000,-,13955,1296,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533815,North East Region,Hougang
RIVERFRONT RESIDENCES,41 Hougang Avenue 7  #08-04 ,1,57,Strata,824000,-,14456,1343,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533813,North East Region,Hougang
RIVERFRONT RESIDENCES,41 Hougang Avenue 7  #14-04 ,1,57,Strata,844000,-,14807,1376,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533813,North East Region,Hougang
RIVERFRONT RESIDENCES,51 Hougang Avenue 7  #05-62 ,1,43,Strata,628000,-,14605,1357,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533818,North East Region,Hougang
TERRASSE,35 Terrasse Lane  #01-79 ,1,75,Strata,925000,-,12333,1146,05-JUL-2018,Condominium,99 Yrs From 23/08/2010,2014,Resale,HDB,19,54,544781,North East Region,Hougang
STIRLING RESIDENCES,21 Stirling Road  #23-04 ,1,58,Strata,1143000,-,19707,1831,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,N.A,03,14,148960,Central Region,Queenstown
STIRLING RESIDENCES,21 Stirling Road  #09-01 ,1,41,Strata,795000,-,19390,1801,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,HDB,03,14,148960,Central Region,Queenstown
RIVERFRONT RESIDENCES,51 Hougang Avenue 7  #05-55 ,1,48,Strata,657000,-,13688,1272,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533818,North East Region,Hougang
STIRLING RESIDENCES,21 Stirling Road  #12-01 ,1,41,Strata,808000,-,19707,1831,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,Private,03,14,148960,Central Region,Queenstown
STIRLING RESIDENCES,25 Stirling Road  #12-31 ,1,83,Strata,1537000,-,18518,1720,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,Private,03,14,148962,Central Region,Queenstown
RIVERFRONT RESIDENCES,47 Hougang Avenue 7  #10-39 ,1,67,Strata,941000,-,14045,1305,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533816,North East Region,Hougang
STIRLING RESIDENCES,21 Stirling Road  #38-08 ,1,125,Strata,2406000,-,19248,1788,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,N.A,03,14,148960,Central Region,Queenstown
RIVERFRONT RESIDENCES,47 Hougang Avenue 7  #06-40 ,1,57,Strata,811000,-,14228,1322,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533816,North East Region,Hougang
PARK COLONIAL,6 Woodleigh Lane  #06-19 ,1,127,Strata,2305000,-,18150,1686,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357687,Central Region,Toa Payoh
STIRLING RESIDENCES,21 Stirling Road  #18-01 ,1,41,Strata,839000,-,20463,1901,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,N.A,03,14,148960,Central Region,Queenstown
RIVERFRONT RESIDENCES,43 Hougang Avenue 7  #06-20 ,1,57,Strata,800000,-,14035,1304,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533814,North East Region,Hougang
33 RESIDENCES,33 Lorong 30 Geylang  #03-03 ,1,63,Strata,1071240,-,17004,1580,05-JUL-2018,Apartment,Freehold,Uncompleted,New Sale,Private,14,39,398366,Central Region,Geylang
PARK COLONIAL,10 Woodleigh Lane  #09-48 ,1,56,Strata,1166000,-,20821,1934,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357657,Central Region,Toa Payoh
THE MONTANA,8 Jalan Mutiara  #09-08 ,1,87,Strata,1740000,-,20000,1858,05-JUL-2018,Apartment,Freehold,2002,Resale,Private,10,24,249188,Central Region,Tanglin
RIVERFRONT RESIDENCES,49 Hougang Avenue 7  #09-47 ,1,99,Strata,1308000,-,13212,1227,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533817,North East Region,Hougang
